2025-09-29T02:44:44.843Z,IB-${Date.now()},markov/sample,AAPL,BUY,5,100,0.35,500.00,paper
2025-09-29T02:46:41.062Z,IB-${Date.now()},markov/sample,AAPL,BUY,5,100,0.35,500.00,paper
2025-09-29T03:01:28.400Z,IB-${Date.now()},markov/sample,AAPL,BUY,5,100,0.35,500.00,paper
2025-09-29T19:42:59.989477+00:00,500882350,markov/sample,AAPL,BUY,5,254.23,1.0001,1271.15,paper
