ts,mid,spreadBp,imb,features
2025-09-30T11:04:29.673279+00:00,nan,nan,nan,nan;nan;nan;nan;nan
2025-09-30T11:04:29.686571+00:00,253.595,6.703602200359468,0.0,253.595;6.703602200359468;0.0;253.595;0.0
2025-09-30T11:04:29.855034+00:00,253.595,6.703602200359468,0.0,253.595;6.703602200359468;0.0;253.595;0.0
2025-09-30T11:04:29.855696+00:00,253.595,6.703602200359468,0.0,253.595;6.703602200359468;0.0;253.595;0.0
2025-09-30T11:04:29.855906+00:00,253.595,6.703602200359468,0.0,253.595;6.703602200359468;0.0;253.595;0.0
2025-09-30T11:04:29.856043+00:00,253.595,3.548965870777223,0.0,253.595;3.548965870777223;0.0;253.595;0.0
2025-09-30T11:05:10.033207+00:00,253.615,5.125879778404094,0.0,253.615;5.125879778404094;0.0;253.615;0.0
2025-09-30T11:05:11.030541+00:00,253.615,5.125879778404094,0.0,253.615;5.125879778404094;0.0;253.615;0.0
2025-09-30T11:05:41.439834+00:00,253.615,5.125879778404094,0.0,253.615;5.125879778404094;0.0;253.615;0.0
2025-09-30T11:05:42.719636+00:00,253.635,6.702544995761134,0.0,253.635;6.702544995761134;0.0;253.635;0.0
2025-09-30T11:06:11.251168+00:00,253.635,6.702544995761134,0.0,253.635;6.702544995761134;0.0;253.635;0.0
2025-09-30T11:06:15.756244+00:00,253.62,5.520069395157573,-0.3333333333333333,253.62;5.520069395157573;-0.3333333333333333;253.59666666666666;0.016499158227691203
2025-09-30T11:06:19.324576+00:00,253.62,5.520069395157573,-0.3333333333333333,253.62;5.520069395157573;-0.3333333333333333;253.59666666666666;0.016499158227691203
2025-09-30T11:06:19.327165+00:00,253.635,6.702544995761134,0.0,253.635;6.702544995761134;0.0;253.635;0.0
2025-09-30T11:06:29.859798+00:00,253.64499999999998,5.913777129452806,0.0,253.64499999999998;5.913777129452806;0.0;253.645;2.842170943040401e-14
2025-09-30T11:06:41.297812+00:00,253.64499999999998,5.913777129452806,0.0,253.64499999999998;5.913777129452806;0.0;253.645;2.842170943040401e-14
2025-09-30T11:08:14.930391+00:00,253.66,4.73074193802746,0.0,253.66;4.73074193802746;0.0;253.66;0.0
2025-09-30T11:10:02.304229+00:00,253.64499999999998,5.913777129452806,0.0,253.64499999999998;5.913777129452806;0.0;253.645;2.842170943040401e-14
2025-09-30T11:10:17.386125+00:00,253.64499999999998,5.913777129452806,0.0,253.64499999999998;5.913777129452806;0.0;253.645;2.842170943040401e-14
2025-09-30T11:10:54.187015+00:00,253.63,4.731301502188406,0.0,253.63;4.731301502188406;0.0;253.63;0.0
2025-09-30T11:11:01.877150+00:00,253.64499999999998,5.913777129452806,0.0,253.64499999999998;5.913777129452806;0.0;253.645;2.842170943040401e-14
2025-09-30T11:11:04.952791+00:00,253.62,3.9429067108269975,0.0,253.62;3.9429067108269975;0.0;253.62;0.0
2025-09-30T11:11:05.944514+00:00,253.555,4.338309242571183,-0.3333333333333333,253.555;4.338309242571183;-0.3333333333333333;253.53666666666666;0.012963624321761678
2025-09-30T11:11:20.900766+00:00,253.555,4.338309242571183,-0.3333333333333333,253.555;4.338309242571183;-0.3333333333333333;253.53666666666666;0.012963624321761678
2025-09-30T11:11:20.910776+00:00,253.58499999999998,6.703866553620582,0.0,253.58499999999998;6.703866553620582;0.0;253.585;2.842170943040401e-14
2025-09-30T11:11:22.250277+00:00,253.53,2.3665838362324885,0.0,253.53;2.3665838362324885;0.0;253.53;0.0
2025-09-30T11:11:23.717632+00:00,253.525,1.9721920915101614,0.0,253.525;1.9721920915101614;0.0;253.525;0.0
2025-09-30T11:11:23.963256+00:00,253.53,2.3665838362324885,0.0,253.53;2.3665838362324885;0.0;253.53;0.0
